cmc_id,symbol,name,obs_months,current_class,proposed_class,rationale,changed
550,LTBC,LTBcoin,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
33093,MOODENG,Moo Deng (moodengsol.com),20,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
28382,MYRO,Myro,20,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
24835,PEPECOIN,PepeCoin,20,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2742,SKB,Sakura Bloom,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28081,SPX,SPX6900,20,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
29420,VIRTUAL,Virtuals Protocol,20,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
1483,VSL,vSlice,20,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2859,XMX,XMax,20,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
4361,BEST,Bitpanda Ecosystem Token,19,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
562,BILS,BilShares,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3686,CVNT,Content Value Network,19,other,other,keep other -- media/social token (no security-staking benefit and no governance/fee-share lock).,False
3858,FNB,FNB Protocol,19,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
3618,GATE,GATE,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5200,GLEEC,Gleec Coin,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
32956,GRASS,Grass,19,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2599,NOAH,Noah Coin,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
751,PANGEA,Pangea Poker,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1277,PDC,Project Decorum,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
33788,PNUT,Peanut the Squirrel,19,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2094,PRG,Paragon,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1991,RVT,Rivetz,19,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
346,SCOT,Scotcoin,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
29920,SLERF,SLERF,19,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
21781,STRD,Stride,19,other,other,GRAY ZONE -- Stride (STRD): Cosmos liquid-staking appchain; native-staking-coin vs LST-protocol-token identity unresolved (Entry 8). Left other.,False
3863,UGAS,UGAS,19,other,other,keep other -- DePIN/compute token (no security-staking benefit and no governance/fee-share lock).,False
28293,ULTIMA,Ultima,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2892,WWB,Wowbit,19,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
23355,0x0,0x0.ai,18,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
3664,AGVC,AgaveCoin,18,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
34103,AIXBT,aixbt,18,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
2040,ALIS,ALIS,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2767,APIS,APIS,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3620,ATP,Atlas Protocol,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3261,EVN,EvenCoin,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
33597,FARTCOIN,Fartcoin,18,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
444,FIMK,FIMKrypto,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5548,MASS,Massnet,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
32197,ME,Magic Eden,18,other,other,"GRAY ZONE -- Magic Eden (ME): NFT-marketplace token; NFT-sector gray zone, left other.",False
31526,MOCA,Moca Network,18,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
17704,MV,GensoKishi Metaverse,18,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
532,NXTTY,Nxttycoin,18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
34466,PENGU,Pudgy Penguins,18,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
28194,SATS,SATS (Ordinals),18,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2541,STQ,Storiqa,18,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
1624,ATMOS,Atmos,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2211,BOT,Bodhi,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4049,BXK,Bitbook Gambling,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1729,CFI,Cofound.it,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4067,CIX100,Cryptoindex.com 100,17,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
2659,DIG,Dignity,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1714,ETT,EncryptoTel [WAVES],17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
34330,FAI,Freysa,17,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
1225,GBT,GameBet Coin,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
402,GRE,Greencoin,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
32195,HMSTR,Hamster Kombat,17,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
2845,MEDX,MediBloc [ERC20],17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
35347,MELANIA,Official Melania Meme,17,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
686,MMNXT,MMNXT,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2080,MOD,Modum,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3598,OSA,Optimal Shelf Availability Token,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
15060,RETH,Rocket Pool ETH,17,other,other,keep other -- liquid-staking derivative (Entry 8: other) (no security-staking benefit and no governance/fee-share lock).,False
17917,RSS3,RSS3,17,other,other,keep other -- AI/data utility token (no security-staking benefit and no governance/fee-share lock).,False
27750,TOSHI,Toshi,17,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
35336,TRUMP,OFFICIAL TRUMP,17,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
2512,UCASH,UNIVERSAL CASH,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
923,VIRAL,Viral,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3404,WIX,Wixlar,17,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
7321,YOUC,yOUcash,17,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
21535,cbETH,Coinbase Wrapped Staked ETH,17,other,other,keep other -- liquid-staking derivative (Entry 8: other) (no security-staking benefit and no governance/fee-share lock).,False
32968,AIC,AI Companions,16,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
20886,ASTRAFER,Astrafer,16,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
4281,BHT,BHEX Token,16,other,other,keep other -- exchange/discount token (no security-staking benefit and no governance/fee-share lock).,False
1374,BLOCKPAY,BlockPay,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2650,CBT,CommerceBlock,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3812,FXC,Flexacoin,16,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
4694,GAP,GAPS,16,other,other,keep other -- prediction-market token (no security-staking benefit and no governance/fee-share lock).,False
35268,GPS,GoPlus Security,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5336,HMR,Homeros,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1379,JWL,Jewels,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1309,LIR,LetItRide,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1811,NET,Nimiq Exchange Token,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1495,POSW,PoSW Coin,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
8757,SAFEMOON,SafeMoon,16,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1595,SOAR,Soarcoin,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
23951,STIK,Staika,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
23246,TOMI,tomi,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28654,UPC,UPCX,16,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
3134,XET,ETERNAL TOKEN,16,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
1812,XRL,Rialto,16,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
34083,ZEREBRO,Zerebro,16,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
4057,ADN,Aladdin,15,other,other,keep other -- media/social token (no security-staking benefit and no governance/fee-share lock).,False
30008,APU,Apu Apustaja,15,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1688,APX,APX,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5600,ATT,Attila,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1494,BPC,Bitpark Coin,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
904,BTX,BitcoinTX,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
34125,CHILLGUY,Just a chill guy,15,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
1990,CSNO,BitDice,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2450,CV,carVertical,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2304,DEW,DEW,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
20279,DHN,Dohrnii,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3734,ELAMA,Elamachain,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
34792,GRIFFAIN,GRIFFAIN,15,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
1888,IFT,InvestFeed,15,other,other,keep other -- media/social token (no security-staking benefit and no governance/fee-share lock).,False
7184,KOGE,48 Club Token,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3070,LXT,Litex,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1690,MCAP,MCAP,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1709,QAU,Quantum,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1683,RLT,RouletteToken,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3366,SINS,SafeInsure,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
32717,SUNDOG,SUNDOG,15,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
3458,ZT,ZBG Token,15,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
30605,ALE,Ailey,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
18736,BFIC,Blockchain Foundation for Innovation & Collaboration,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
579,CNMT,Coinomat,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4748,EON,Dimension Chain,14,other,other,keep other -- platform utility token (no security-staking benefit and no governance/fee-share lock).,False
12131,FRTS,Fruits,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1075,FUND,Cryptofund,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3791,JWL,Jewel,14,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
989,MMBTCD,MMBTCD,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
11461,MSOL,Marinade Staked SOL,14,other,other,keep other -- liquid-staking derivative (Entry 8: other) (no security-staking benefit and no governance/fee-share lock).,False
1872,NDC,NEVERDIE,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2946,PTT,Proton Token,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1559,RNS,Renos,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1482,SHORTY,Shorty,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
24165,WKAVA,Wrapped Kava,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4220,XAC,General Attention Currency,14,other,other,keep other -- payments utility token (no security-staking benefit and no governance/fee-share lock).,False
2939,XD,Data Transaction Token,14,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1300,CADASTRAL,Bitland,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2897,CCC,Clipper Coin,13,other,other,keep other -- services utility token (no security-staking benefit and no governance/fee-share lock).,False
1520,DRS,Digital Rupees,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
570,FIBRE,Fibre,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
651,MARYJ,MaryJane,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1550,MSCN,Master Swiscoin,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28412,MUBI,Multibit,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
29447,NMT,NetMind Token,13,other,other,keep other -- AI/agent utility token (no security-staking benefit and no governance/fee-share lock).,False
2069,OTN,Open Trading Network,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1404,PSB,Pesobit,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
62,PTS,BitShares PTS,13,other,other,"GRAY ZONE -- BitShares PTS (PTS): likely the mineable ProtoShares predecessor (=> coin), but symbol-collision + obscurity make it low-confidence. Left other.",False
1969,SCL,Sociall,13,other,other,keep other -- marketplace utility token (no security-staking benefit and no governance/fee-share lock).,False
757,SKYNET,SkyNET,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1566,VISIO,Visio,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
509,XCR,Crypti,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1499,YASH,YashCoin,13,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28683,1000SATS,SATS,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
7157,BASID,Basid Coin,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
7503,BHAO,Bithao,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3648,CNUS,CoinUs,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
3847,CPT,Contents Protocol,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
869,CRAVE,Crave,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5796,DRS,Doctors Coin,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
9466,EDGT,Edgecoin,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1625,EMV,Ethereum Movie Venture,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
29520,EZETH,Renzo Restaked ETH,12,other,other,keep other -- liquid-staking derivative (Entry 8: other) (no security-staking benefit and no governance/fee-share lock).,False
10180,GOMINING,GoМining,12,other,other,keep other -- gaming/metaverse token (no security-staking benefit and no governance/fee-share lock).,False
19091,H2O,H2O DAO,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
481,JLH,jl777hodl,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1516,JNS,Janus,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
1224,KR,Krypton,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
2378,KRM,Karma,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
7059,MBN,Mobilian Coin,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
155,MRC,microCoin,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
17050,MULTI,Multichain,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
622,NXTV,NXTventure,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
5084,PLF,PlayFuel,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
607,SWARM,Swarm,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
4280,TSHP,12Ships,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
36828,USELESS,Useless Coin,12,other,other,keep other -- meme token (no security-staking benefit and no governance/fee-share lock).,False
20701,WEVER,Wrapped Everscale,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
6726,YUSRA,YUSRA,12,other,other,keep other -- no coin (security-staking) or token (governance/fee-share) mechanism evident from tags/DeFiLlama.,False
28695,weETH,Wrapped eETH,12,other,other,keep other -- wrapped/tokenized asset (no security-staking benefit and no governance/fee-share lock).,False
