cmc_id,symbol,name,defillama_protocol_slug,defillama_category,stage1_label,stage2_etherscan_check,stage2_dune_check,stage2_defillama_tvl_check,stage2_artemis_check,final_verdict,reason
7242,CORE,cVault.finance,cvault-finance,Yield,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Yield); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,CORE is a derivatives/perps token; DeFiLlama shows no single-contract base-token staking lock
7288,XVS,Venus,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,XVS is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
7326,DEXE,DeXe,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DEXE is a utility/infrastructure token (ai/big data); no single-contract base-token staking lock on DeFiLlama or on file
7455,AUDIO,Audius,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"AUDIO is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
7501,WOO,WOO,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WOO is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
7617,SFI,saffron.finance,saffron-finance,Yield,LOW,n/a (non-EVM or zero TVL),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 1284.96017) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"SFI (Saffron): DL staked 1,285 SFI (~$0.13M, negligible); no material single-escrow lock"
7654,RFOX,RFOX,rfox,Yield,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Binance run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 3259952.82148) on Binance, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,RFOX: top holder 272M (placeholder addr) vs DL staked 3.26M -- no single matching escrow on BNB
7672,UNFI,Unifi Protocol DAO,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,UNFI is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
7737,API3,API3,api3,Risk Curators,LOW,single contract Api3Pool 0x6dd655...c76d76 holds base token == DL staked qty (top-holder Dune cross-check),BUILT: tokens_<chain>.transfers cumulative reconstruction; recon_final == balanceOf to 0.00%,"DL 'staking' chainTvls bucket present, token-quantity series used to locate the escrow; ~74% (single reward-staking pool; balanceOf==DL staked qty 64.35M, 0.00%)",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),BUILD,"Single-contract base-token lock confirmed (Entry-26 standard); ~74% (single reward-staking pool; balanceOf==DL staked qty 64.35M, 0.00%)"
7817,BFC,Bifrost,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BFC is a bridge/interop token; no single-contract base-token lock
7857,MIR,Mirror Protocol,mirror,Derivatives,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Derivatives); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MIR is a derivatives/perps token; DeFiLlama shows no single-contract base-token staking lock
7961,vBNB,Venus BNB,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,vBNB: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
7962,vBTC,Venus BTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,vBTC: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
7963,vETH,Venus ETH,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,vETH: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
7978,FIDA,Bonfida,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,FIDA: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
8075,RLY,Rally,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,RLY: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
8083,LON,Tokenlon Network Token,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,LON is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8161,SPI,Shopping,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SPI is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8202,ZKB,ZKBase,zkswap,Chain;Dexs,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Chain;Dexs); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ZKB is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8210,BTCST,Bitcoin Standard Hashrate Token,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BTCST: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
8290,SUPER,SuperVerse,superfarm,Services,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 1762570.05147) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"SUPER (SuperVerse): top holder 144M vs DL staked 1.76M -- multi-pool farm, no single base-token escrow"
8296,KSP,KLAYswap Protocol,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,KSP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8335,MDX,Mdex,mdex,Dexs,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Dexs); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MDX is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8353,BETH,Beacon ETH,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"BETH is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of BETH; fails Entry-26 (no base-token escrow)"
8420,DAO,DAO Maker,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DAO is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8497,BANANA,ApeSwap,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BANANA is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8526,RAY,Raydium,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,RAY is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8534,CHEX,Chintai,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,CHEX is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
8602,AUCTION,Bounce Token,bounce-finance,Launchpad,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 31138.57747) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,AUCTION (Bounce): top holder 2.0M vs DL staked 31k -- no single contract reproduces the figure
8615,EPIC,Epic Chain,ethernity-chain,Yield,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Yield); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"EPIC is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
8719,ILV,Illuvium,illuvium,Gaming,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 664761.70305) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,Illuvium multi-pool core staking (sILV/flexible+locked pools); no single contract holds the DL staked 0.66M ILV -- not a single-escrow lock
8766,ALICE,MyNeighborAlice,my-neighbor-alice,Services,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Services); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ALICE is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
8857,ANC,Anchor Protocol,anchor,Lending,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Lending); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ANC is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
8891,BTCST,Bitcoin Standard Hashrate Token,btcst,Yield,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Binance run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 5115929.23848) on Binance, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"BTCST (synthetic BTC-hashrate token) staking: top holder 2.72M vs DL staked 5.12M, no single contract reproduces the figure on BNB"
8938,EPS,Ellipsis,ellipsis-finance,Dexs,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Binance run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 9526474.42919) on Binance, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"EPS (Ellipsis): top holder is the zero/burn address, no single live escrow matches DL staked 9.53M on BNB"
8972,SFUND,Seedify.fund,seedify,Launchpad,LOW,n/a (non-EVM or zero TVL),top-holder query on Arbitrum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty ) on Arbitrum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,SFUND (Seedify): DL staking TVL bucket reads 0 -- no current locked supply to reconstruct
9119,TLM,Alien Worlds,alien-worlds,Gaming,LOW,n/a (non-EVM or zero TVL),top-holder query on Wax run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 154915249.2023) on Wax, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,TLM (Alien Worlds) staking is on WAX (2.4% per DL); no free EVM-style curated transfer table -- needs WAX indexing
9175,MBOX,MOBOX,mobox,Gaming,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Binance run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 24463426.41572) on Binance, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"MBOX (MOMO staking): top holders 117M/88M/64M, none matches DL staked 24.5M -- multi-pool farm, no single base-token escrow"
9308,PYR,Vulcan Forged (PYR),,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,PYR is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
9417,MPL,Maple,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MPL is a utility/infrastructure token (rwa); no single-contract base-token staking lock on DeFiLlama or on file
9421,FORTH,Ampleforth Governance Token,forth-dao,Services,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Services); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"FORTH is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
9436,ELON,Dogelon Mars,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ELON is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
9444,KNC,Kyber Network Crystal v2,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,KNC is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
9462,WAVAX,Wrapped AVAX,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WAVAX: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
9486,BTCT,Bitcoin TRC20,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BTCT: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
9543,BICO,Biconomy,hyphen,Bridge,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Bridge); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BICO is a bridge/interop token; no single-contract base-token lock
9640,METIS,Metis,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"METIS is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
9674,WILD,Wilder World,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WILD is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
10188,ATA,Automata Network,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ATA is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
10240,WFTM,Wrapped Fantom,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"WFTM is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of WFTM; fails Entry-26 (no base-token escrow)"
10407,BabyDoge,Baby Doge Coin,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"BabyDoge is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
10508,FLUID,Fluid,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,FLUID is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
10529,SUN,Sun [New],sun.io,Dexs,LOW,n/a (non-EVM or zero TVL),top-holder query on Tron run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 546698078.43218) on Tron, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,SUN (sun.io) staking is on Tron (2.8% per DL); not covered by the free EVM curated-transfers method -- needs Tron-specific indexing
10688,YGG,Yield Guild Games,yield-guild-games,Gaming,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Gaming); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"YGG is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
10759,DVF,rhino.fi,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DVF: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
10804,FLOKI,FLOKI,flokifi-locker,Token Locker,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Token Locker); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"FLOKI is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
10897,ALT,Alitas,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ALT is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
10903,C98,Coin98,coin98,Farm,LOW,n/a (non-EVM or zero TVL),top-holder query on TomoChain run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 6257774.9581) on TomoChain, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,C98 staking surfaces on TomoChain per DL (0.6%); outside the free EVM curated method
11079,BRISE,Bitgert,bitgert,Yield,LOW,n/a (non-EVM or zero TVL),top-holder query on Bitgert run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 3711835673847.76) on Bitgert, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,BRISE (Bitgert) staking on its own chain (0.9% per DL); no free curated transfer table
11156,ETHDYDX,dYdX (ethDYDX),,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ETHDYDX is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
11165,ORCA,Orca,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ORCA is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
11171,MNGO,Mango,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MNGO is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
